id_dok;Prayer and Divine Help;The Danish Church and National Identity;Christmas and Incarnation;The Mercy and Judgment of God;Serving God in Life and Ministry ;Divine Will and Worldly Challenges;Personal Encounters with Christ;Wealth, Poverty, and Spiritual Riches;Sin, Forgiveness, and Salvation;The Holy Spirit and Divine Inspiration;The people of Israel;Jesus and the sinners;Discipleship and Following Jesus;The love and sacrifice of Christ;Death, Resurrection, and Eternal Life;Forgiveness;Life and Daily Sustenance;The law and moral Obligation;Light/Darkness, and Spiritual Fruitfulness;Power and freedom;Human Interaction and  Evangelism;The Name of Jesus;The Word and Peace of God in Turmoil;Jesus and his earthly ministry;The word of God and its reception;Wealth, Poverty, and Spiritual Riches2;Truth, Lies, and Spiritual Warfare;Narratives of Jesus;Faith and doubt;Life’s Path and Divine Guidance
pr606_24;0.0002386635;0.005011933200000001;0.0026252983;0.005011933200000001;0.0002386635;0.0002386635;0.0622911695;0.0002386635;0.069451074;0.0026252983;0.0002386635;0.0264916468;0.0002386635;0.0002386635;0.0002386635;0.0193317422;0.0002386635;0.007398568;0.0002386635;0.007398568;0.21026252980000001;0.0002386635;0.0097852029;0.2508353222;0.2985680191;0.0002386635;0.0145584726;0.005011933200000001;0.0002386635;0.0002386635
pr943_246;0.0185520362;0.0049773756;0.0004524887;0.0004524887;0.0004524887;0.0004524887;0.21312217190000002;0.0185520362;0.0004524887;0.045701357500000005;0.0049773756;0.063800905;0.2266968326;0.0004524887;0.045701357500000005;0.0004524887;0.0004524887;0.054751131200000004;0.036651583700000004;0.0049773756;0.0683257919;0.0049773756;0.0004524887;0.063800905;0.0004524887;0.0683257919;0.0004524887;0.0411764706;0.0004524887;0.009502262400000001
pr848_207;0.00043859650000000003;0.0048245614;0.13640350880000002;0.00043859650000000003;0.0048245614;0.0442982456;0.00043859650000000003;0.00043859650000000003;0.1802631579;0.13640350880000002;0.0223684211;0.0048245614;0.00043859650000000003;0.026754386;0.0048245614;0.0355263158;0.00043859650000000003;0.00043859650000000003;0.00043859650000000003;0.0486842105;0.1188596491;0.0048245614;0.0881578947;0.00043859650000000003;0.039912280700000004;0.00043859650000000003;0.0223684211;0.00043859650000000003;0.0706140351;0.00043859650000000003
pr827_192;0.047309417000000006;0.0047085202;0.0002242152;0.0002242152;0.0002242152;0.0719730942;0.09439461880000001;0.0002242152;0.0293721973;0.1504484305;0.0047085202;0.0114349776;0.3006726457;0.0002242152;0.0069506726;0.0024663677;0.0002242152;0.0024663677;0.0002242152;0.0047085202;0.0428251121;0.0002242152;0.0114349776;0.0002242152;0.0002242152;0.0002242152;0.06524663680000001;0.0002242152;0.0405829596;0.1056053812
pr166_24;0.0045356371;0.0045356371;0.0002159827;0.0174946004;0.0002159827;0.0002159827;0.0390928726;0.0412526998;0.0002159827;0.0002159827;0.0002159827;0.0153347732;0.0002159827;0.0002159827;0.0002159827;0.023974082100000002;0.0066954644;0.0002159827;0.2766738661;0.0045356371;0.0153347732;0.0002159827;0.0023758099000000003;0.0002159827;0.4494600432;0.0282937365;0.0023758099000000003;0.0002159827;0.0002159827;0.0650107991
pr767_91;0.0023354565000000002;0.0044585987;0.0002123142;0.0002123142;0.0002123142;0.01507431;0.0002123142;0.0002123142;0.0002123142;0.038428874700000004;0.0002123142;0.0002123142;0.0002123142;0.0341825902;0.0002123142;0.2146496815;0.4927813163;0.0002123142;0.0002123142;0.0002123142;0.0256900212;0.0002123142;0.0002123142;0.0023354565000000002;0.0469214437;0.0002123142;0.051167728200000005;0.0002123142;0.053290870500000004;0.01507431
pr753_91;0.0004016064;0.0044176707;0.0004016064;0.0325301205;0.0004016064;0.14899598390000002;0.0124497992;0.0004016064;0.0004016064;0.0004016064;0.0004016064;0.0004016064;0.0004016064;0.0004016064;0.0004016064;0.0004016064;0.4020080321;0.056626506;0.2333333333;0.052610441800000005;0.0124497992;0.036546184700000005;0.0004016064;0.0004016064;0.0004016064;0.0004016064;0.0004016064;0.0004016064;0.0004016064;0.0004016064
pr1683_421;0.0276264591;0.0042801556;0.00038910510000000003;0.00038910510000000003;0.0470817121;0.00038910510000000003;0.1326848249;0.00038910510000000003;0.00038910510000000003;0.0509727626;0.00038910510000000003;0.00038910510000000003;0.00038910510000000003;0.00038910510000000003;0.00038910510000000003;0.113229572;0.0042801556;0.00038910510000000003;0.00038910510000000003;0.00038910510000000003;0.0470817121;0.039299610900000004;0.00038910510000000003;0.0509727626;0.1482490272;0.0354085603;0.0509727626;0.0859922179;0.0704280156;0.0859922179
pr178_24;0.0001992032;0.0041832669000000005;0.0001992032;0.0001992032;0.0001992032;0.0001992032;0.0001992032;0.0001992032;0.0021912351;0.008167330700000001;0.0001992032;0.1655378486;0.0001992032;0.0041832669000000005;0.014143426300000001;0.034063745;0.0161354582;0.0001992032;0.0061752988;0.0579681275;0.0699203187;0.0001992032;0.008167330700000001;0.0001992032;0.4085657371;0.059960159400000004;0.0021912351;0.0001992032;0.0101593625;0.1256972112
pr206_26;0.0003663004;0.004029304;0.0003663004;0.0003663004;0.0223443223;0.0003663004;0.12490842490000001;0.0113553114;0.0076923077000000005;0.0003663004;0.0003663004;0.0003663004;0.0003663004;0.0003663004;0.0003663004;0.004029304;0.0003663004;0.0003663004;0.0003663004;0.044322344300000004;0.22747252750000002;0.10659340660000001;0.015018315;0.0003663004;0.11025641030000001;0.1395604396;0.015018315;0.0919413919;0.0003663004;0.06996337
pr208_26;0.0003533569;0.0038869258;0.0003533569;0.0003533569;0.1275618375;0.0003533569;0.0003533569;0.0180212014;0.0038869258;0.0003533569;0.0003533569;0.0003533569;0.0003533569;0.06395759720000001;0.0003533569;0.27597173140000003;0.0286219081;0.071024735;0.0038869258;0.13816254420000001;0.1628975265;0.0003533569;0.0038869258;0.0003533569;0.0286219081;0.0356890459;0.0003533569;0.0180212014;0.0074204947;0.0038869258
pr47_17;0.0019469027000000002;0.0037168142;0.0249557522;0.0037168142;0.0019469027000000002;0.4833628319;0.039115044200000004;0.0001769912;0.0001769912;0.039115044200000004;0.0214159292;0.0001769912;0.0001769912;0.0037168142;0.0001769912;0.0001769912;0.0001769912;0.0001769912;0.0001769912;0.0001769912;0.060353982300000004;0.0001769912;0.0037168142;0.0001769912;0.0001769912;0.0054867257;0.0320353982;0.1417699115;0.0355752212;0.09575221240000001
pr888_235;0.0003367003;0.0037037037000000003;0.0003367003;0.0003367003;0.0003367003;0.0777777778;0.13164983160000002;0.0003367003;0.0003367003;0.3101010101;0.0070707071;0.0003367003;0.047474747500000004;0.0003367003;0.0508417508;0.0003367003;0.0003367003;0.0003367003;0.0205387205;0.0003367003;0.0003367003;0.023905723900000002;0.0070707071;0.0138047138;0.0037037037000000003;0.0306397306;0.0003367003;0.10471380470000001;0.09124579120000001;0.071043771
pr933_266;0.0003355705;0.0036912752;0.0003355705;0.0003355705;0.0036912752;0.1446308725;0.054026845600000005;0.0070469799;0.1144295302;0.272147651;0.0003355705;0.0104026846;0.0976510067;0.1446308725;0.017114094;0.0204697987;0.0003355705;0.0036912752;0.0003355705;0.0003355705;0.054026845600000005;0.0003355705;0.0003355705;0.0003355705;0.0036912752;0.0137583893;0.0003355705;0.0238255034;0.0070469799;0.0003355705
pr864_204;0.0003344482;0.0036789298000000003;0.0003344482;0.020401337800000002;0.0036789298000000003;0.0003344482;0.1575250836;0.0003344482;0.0304347826;0.1006688963;0.0003344482;0.0839464883;0.0003344482;0.0003344482;0.0003344482;0.0003344482;0.0003344482;0.0036789298000000003;0.0003344482;0.0003344482;0.0872909699;0.0036789298000000003;0.11404682270000001;0.0137123746;0.0003344482;0.0304347826;0.0237458194;0.1575250836;0.0137123746;0.14749163880000002
pr216_26;0.0003205128;0.0035256410000000004;0.0003205128;0.0483974359;0.0067307692;0.1733974359;0.061217948700000004;0.0003205128;0.07083333330000001;0.0035256410000000004;0.0003205128;0.0387820513;0.1669871795;0.0067307692;0.022756410300000002;0.0003205128;0.0003205128;0.09647435900000001;0.0003205128;0.0003205128;0.2150641026;0.009935897400000001;0.0003205128;0.0003205128;0.061217948700000004;0.0003205128;0.0003205128;0.0003205128;0.009935897400000001;0.0003205128
pr897_241;0.11339285710000001;0.0032738095;0.000297619;0.0032738095;0.000297619;0.074702381;0.07172619050000001;0.10744047620000001;0.00625;0.1669642857;0.0181547619;0.000297619;0.053869047600000004;0.000297619;0.000297619;0.0241071429;0.0389880952;0.000297619;0.000297619;0.000297619;0.15505952380000002;0.0449404762;0.00625;0.000297619;0.000297619;0.000297619;0.000297619;0.000297619;0.0241071429;0.0836309524
pr100_19;0.0181008902;0.0032640950000000003;0.0002967359;0.0002967359;0.0002967359;0.0002967359;0.4068249258;0.0002967359;0.0091988131;0.047774480700000004;0.0002967359;0.0270029674;0.06854599410000001;0.0002967359;0.1486646884;0.0002967359;0.0002967359;0.0002967359;0.0299703264;0.0002967359;0.0002967359;0.1545994065;0.0002967359;0.015133531200000001;0.0002967359;0.0091988131;0.0032640950000000003;0.0002967359;0.015133531200000001;0.0388724036
pr1014_77;0.0002915452;0.0032069971;0.0002915452;0.0032069971;0.0002915452;0.0002915452;0.23644314870000002;0.0002915452;0.052769679300000004;0.256851312;0.006122449;0.0177842566;0.0469387755;0.0090379009;0.0002915452;0.15772594750000002;0.0002915452;0.0236151603;0.032361516;0.0002915452;0.0002915452;0.0002915452;0.052769679300000004;0.0002915452;0.0002915452;0.006122449;0.0002915452;0.0236151603;0.0032069971;0.0644314869
pr487_75;0.0002881844;0.0031700288;0.0002881844;0.0002881844;0.0060518732;0.0521613833;0.1328530259;0.0002881844;0.0002881844;0.0002881844;0.0002881844;0.0060518732;0.1443804035;0.0780979827;0.0002881844;0.0002881844;0.011815562;0.0002881844;0.0060518732;0.0002881844;0.06368876080000001;0.0002881844;0.0002881844;0.0002881844;0.06368876080000001;0.0002881844;0.0780979827;0.0089337176;0.0002881844;0.3403458213
pr953_243;0.0515669516;0.0031339031;0.0031339031;0.00028490030000000003;0.00028490030000000003;0.0031339031;0.2339031339;0.043019943000000005;0.00028490030000000003;0.0686609687;0.0344729345;0.0173789174;0.1085470085;0.00028490030000000003;0.00028490030000000003;0.0031339031;0.011680911700000001;0.0088319088;0.00028490030000000003;0.00028490030000000003;0.0772079772;0.0031339031;0.00028490030000000003;0.037321937300000003;0.00028490030000000003;0.0601139601;0.14843304840000002;0.0515669516;0.00028490030000000003;0.028774928800000002
pr458_74;0.0030985915;0.0030985915;0.32422535210000003;0.0002816901;0.0002816901;0.034084507;0.3383098592;0.0115492958;0.0002816901;0.0002816901;0.0397183099;0.0002816901;0.0397183099;0.034084507;0.005915493;0.0002816901;0.0030985915;0.0002816901;0.0002816901;0.0002816901;0.0002816901;0.022816901400000002;0.0002816901;0.0002816901;0.0030985915;0.0002816901;0.005915493;0.0707042254;0.0566197183;0.0002816901
pr90_19;0.1030555556;0.0030555556;0.0002777778;0.0169444444;0.0252777778;0.022500000000000003;0.3169444444;0.0002777778;0.0002777778;0.0197222222;0.0002777778;0.0002777778;0.0308333333;0.0280555556;0.0141666667;0.0058333333;0.0002777778;0.0002777778;0.0502777778;0.0197222222;0.0113888889;0.0252777778;0.022500000000000003;0.0502777778;0.0502777778;0.0002777778;0.0141666667;0.0780555556;0.0558333333;0.0336111111
pr221_26;0.0002739726;0.0030136986;0.0002739726;0.0002739726;0.0002739726;0.1509589041;0.0002739726;0.041369863;0.07150684930000001;0.044109589000000005;0.0002739726;0.0249315068;0.0002739726;0.0989041096;0.0002739726;0.0002739726;0.044109589000000005;0.21397260270000001;0.0002739726;0.0002739726;0.17561643840000002;0.0002739726;0.0057534247;0.0030136986;0.041369863;0.0057534247;0.0002739726;0.0331506849;0.038630137;0.0002739726
pr426_70;0.019346049;0.0029972752000000003;0.0683923706;0.163760218;0.0084468665;0.0629427793;0.15013623980000002;0.0356948229;0.0002724796;0.0002724796;0.0166212534;0.1773841962;0.0465940054;0.0002724796;0.0002724796;0.0002724796;0.0002724796;0.0002724796;0.0002724796;0.0029972752000000003;0.0002724796;0.0002724796;0.027520436000000002;0.0002724796;0.1746594005;0.0002724796;0.0002724796;0.0002724796;0.0247956403;0.013896457800000001
pr298_42;0.0411444142;0.0029972752000000003;0.0002724796;0.0438692098;0.0002724796;0.1337874659;0.1528610354;0.0002724796;0.0002724796;0.0029972752000000003;0.0002724796;0.0629427793;0.0656675749;0.0002724796;0.0002724796;0.0002724796;0.0002724796;0.0002724796;0.0002724796;0.0002724796;0.10926430520000001;0.0247956403;0.0002724796;0.0002724796;0.0002724796;0.0002724796;0.0029972752000000003;0.0111716621;0.2264305177;0.11471389650000001
pr860_214;0.0192934783;0.0029891304;0.0002717391;0.0002717391;0.0002717391;0.049184782600000004;0.0926630435;0.0002717391;0.08722826090000001;0.23396739130000002;0.0002717391;0.0002717391;0.1307065217;0.0736413043;0.0002717391;0.0002717391;0.0002717391;0.0002717391;0.0002717391;0.049184782600000004;0.0002717391;0.0355978261;0.0002717391;0.0002717391;0.09809782610000001;0.0192934783;0.0002717391;0.0002717391;0.0002717391;0.1035326087
pr941_250;0.0512064343;0.0029490617;0.0002680965;0.08605898120000001;0.0002680965;0.045844504;0.0056300268;0.0029490617;0.1772117962;0.0029490617;0.0002680965;0.190616622;0.20670241290000002;0.0002680965;0.0002680965;0.0002680965;0.0002680965;0.0002680965;0.024396782800000003;0.0002680965;0.0297587131;0.0404825737;0.0002680965;0.0190348525;0.0002680965;0.0002680965;0.0002680965;0.0726541555;0.0056300268;0.032439678300000004
pr1648_321;0.0002631579;0.0028947368;0.0055263158;0.0002631579;0.2423684211;0.1160526316;0.1897368421;0.0002631579;0.0002631579;0.0265789474;0.0134210526;0.0265789474;0.0555263158;0.0002631579;0.0028947368;0.0476315789;0.0028947368;0.0002631579;0.0002631579;0.0344736842;0.045;0.0055263158;0.0002631579;0.0002631579;0.0002631579;0.06868421050000001;0.0186842105;0.0923684211;0.0002631579;0.0002631579
pr169_24;0.19769230770000001;0.0028205128;0.0028205128;0.0361538462;0.0002564103;0.0002564103;0.048974359;0.0002564103;0.0515384615;0.0053846154;0.0002564103;0.0002564103;0.0284615385;0.0002564103;0.0002564103;0.0002564103;0.0002564103;0.0002564103;0.0002564103;0.0002564103;0.1156410256;0.0028205128;0.0028205128;0.0002564103;0.3438461538;0.0284615385;0.0002564103;0.0002564103;0.0720512821;0.0566666667
pr187_24;0.0027363184000000003;0.0027363184000000003;0.0002487562;0.052487562200000004;0.0077114428;0.0002487562;0.0798507463;0.0176616915;0.09228855720000001;0.0002487562;0.0002487562;0.0002487562;0.0002487562;0.0002487562;0.0002487562;0.0002487562;0.0475124378;0.0002487562;0.0002487562;0.0624378109;0.18930348260000002;0.0002487562;0.0002487562;0.0002487562;0.181840796;0.0002487562;0.0002487562;0.25895522390000003;0.0002487562;0.0002487562
pr50_17;0.1975796178;0.0026751592;0.00012738850000000002;0.0014012739;0.00012738850000000002;0.2281528662;0.085477707;0.0014012739;0.00012738850000000002;0.00012738850000000002;0.0039490446;0.00012738850000000002;0.00012738850000000002;0.00012738850000000002;0.0778343949;0.0357961783;0.0039490446;0.00012738850000000002;0.00012738850000000002;0.0332484076;0.026878980900000002;0.00012738850000000002;0.00012738850000000002;0.0077707006;0.049808917200000004;0.00012738850000000002;0.00012738850000000002;0.0676433121;0.12624203820000002;0.0485350318
pr165_24;0.0002427184;0.0026699029;0.0002427184;0.2186893204;0.0002427184;0.0002427184;0.0682038835;0.0002427184;0.0439320388;0.0002427184;0.0002427184;0.0002427184;0.0172330097;0.0269417476;0.0002427184;0.07548543690000001;0.0390776699;0.0245145631;0.0050970874;0.0123786408;0.1191747573;0.0002427184;0.0002427184;0.0002427184;0.28422330100000004;0.0002427184;0.0002427184;0.0002427184;0.029368932;0.029368932
pr853_210;0.0220338983;0.0026634383000000003;0.00024213080000000002;0.08498789350000001;0.00024213080000000002;0.00024213080000000002;0.029297820800000002;0.00024213080000000002;0.1527845036;0.2690072639;0.00024213080000000002;0.043825665900000005;0.1552058111;0.00024213080000000002;0.0317191283;0.00024213080000000002;0.0147699758;0.017191283300000002;0.00024213080000000002;0.00024213080000000002;0.00024213080000000002;0.00024213080000000002;0.0196125908;0.00024213080000000002;0.0728813559;0.00024213080000000002;0.0486682809;0.00024213080000000002;0.00024213080000000002;0.0317191283
pr948_214;0.0002398082;0.0026378897000000003;0.0026378897000000003;0.20167865710000002;0.0002398082;0.0721822542;0.0673860911;0.021822542;0.08896882490000001;0.2568345324;0.0002398082;0.0002398082;0.057793765000000004;0.0026378897000000003;0.0002398082;0.0002398082;0.0002398082;0.0026378897000000003;0.0098321343;0.0074340528;0.0098321343;0.0002398082;0.0505995204;0.0002398082;0.0026378897000000003;0.0553956835;0.0050359712;0.0002398082;0.0002398082;0.0793764988
pr967_283;0.0002325581;0.0025581395000000002;0.0002325581;0.0002325581;0.0002325581;0.0002325581;0.0862790698;0.0002325581;0.0211627907;0.2653488372;0.0002325581;0.0002325581;0.05837209300000001;0.0095348837;0.0141860465;0.0002325581;0.0048837209;0.0025581395000000002;0.0002325581;0.0002325581;0.028139534900000002;0.0490697674;0.0002325581;0.0002325581;0.0374418605;0.0002325581;0.0723255814;0.0002325581;0.2258139535;0.11883720930000001
pr55_17;0.0001177856;0.0024734982000000003;0.0001177856;0.0001177856;0.0012956419;0.37585394580000003;0.0342756184;0.0001177856;0.0001177856;0.0001177856;0.0024734982000000003;0.0001177856;0.0001177856;0.0001177856;0.0260306243;0.0012956419;0.0142520612;0.009540636;0.0001177856;0.1697290931;0.11083627800000001;0.0012956419;0.0001177856;0.0024734982000000003;0.021319199100000002;0.0001177856;0.0189634865;0.0260306243;0.0342756184;0.146171967
pr192_24;0.0002192982;0.0024122807;0.0221491228;0.0002192982;0.0002192982;0.050657894700000004;0.0945175439;0.0396929825;0.0002192982;0.0002192982;0.0067982456;0.0002192982;0.0002192982;0.0024122807;0.3861842105;0.0703947368;0.0089912281;0.0002192982;0.0067982456;0.0002192982;0.0265350877;0.0002192982;0.0155701754;0.0002192982;0.1646929825;0.0002192982;0.0002192982;0.0111842105;0.0002192982;0.08793859650000001
pr1015_289;0.0002012072;0.0022132797;0.0142857143;0.0002012072;0.008249497;0.0002012072;0.0002012072;0.0303822938;0.0303822938;0.1913480885;0.0142857143;0.0002012072;0.008249497;0.0484909457;0.0404426559;0.0102615694;0.0042253521;0.0002012072;0.0002012072;0.17323943660000002;0.0002012072;0.056539235400000006;0.0002012072;0.0002012072;0.07464788730000001;0.0002012072;0.11086519110000001;0.0364185111;0.0002012072;0.1430583501
pr302_42;0.0198039216;0.0021568627;0.027647058800000002;0.0001960784;0.0001960784;0.0747058824;0.25705882350000003;0.0001960784;0.0021568627;0.0001960784;0.0001960784;0.0668627451;0.0001960784;0.0001960784;0.2217647059;0.0001960784;0.039411764700000004;0.0001960784;0.0001960784;0.0001960784;0.0864705882;0.0001960784;0.039411764700000004;0.006078431400000001;0.0511764706;0.0001960784;0.0001960784;0.0001960784;0.0256862745;0.0766666667
pr1019_300;0.018469218000000003;0.0018302829;0.0001663894;0.1332778702;0.0001663894;0.0500831947;0.19983361060000002;0.0434276206;0.0767054908;0.16322795340000001;0.0750415973;0.0267886855;0.0717138103;0.0018302829;0.0001663894;0.0001663894;0.0001663894;0.0001663894;0.0384359401;0.0001663894;0.0001663894;0.0084858569;0.0001663894;0.0267886855;0.018469218000000003;0.0001663894;0.0001663894;0.0051580699;0.0001663894;0.0384359401
pr1597_379;0.001369863;0.001369863;0.028767123300000003;0.001369863;0.0424657534;0.001369863;0.1109589041;0.09726027400000001;0.001369863;0.001369863;0.001369863;0.001369863;0.1520547945;0.001369863;0.001369863;0.001369863;0.001369863;0.001369863;0.001369863;0.1520547945;0.001369863;0.001369863;0.1520547945;0.001369863;0.1794520548;0.001369863;0.001369863;0.001369863;0.0561643836;0.001369863
pr610_94;0.0001237624;0.0013613861;0.038490099;0.032301980200000004;0.07438118810000001;0.0001237624;0.14492574260000002;0.0063118812;0.0063118812;0.0001237624;0.0001237624;0.0570544554;0.0681930693;0.0050742574000000006;0.0001237624;0.2191831683;0.0248762376;0.0001237624;0.0285891089;0.0025990099;0.0149752475;0.013737623800000001;0.0001237624;0.0125;0.007549505000000001;0.039727722800000004;0.0025990099;0.0459158416;0.0063118812;0.1461633663
pr1638_379;0.0013333333;0.0013333333;0.0146666667;0.0013333333;0.0013333333;0.0013333333;0.0013333333;0.0146666667;0.0013333333;0.0013333333;0.0146666667;0.0013333333;0.054666666700000005;0.068;0.054666666700000005;0.0013333333;0.0013333333;0.0013333333;0.068;0.108;0.041333333300000004;0.0146666667;0.40133333330000004;0.054666666700000005;0.068;0.0013333333;0.0013333333;0.0013333333;0.0013333333;0.0013333333
pr1368_102;0.0011904762;0.0011904762;0.025;0.0011904762;0.0011904762;0.0011904762;0.09642857140000001;0.0011904762;0.0011904762;0.0130952381;0.0011904762;0.0011904762;0.0607142857;0.0369047619;0.0011904762;0.155952381;0.14404761900000002;0.0011904762;0.0011904762;0.0130952381;0.2392857143;0.0011904762;0.0011904762;0.0011904762;0.09642857140000001;0.0011904762;0.0726190476;0.0011904762;0.0130952381;0.0130952381
pr1397_102;0.0127906977;0.0011627907;0.059302325600000004;0.0127906977;0.0011627907;0.0709302326;0.09418604650000001;0.0011627907;0.0011627907;0.0011627907;0.0011627907;0.0011627907;0.0011627907;0.036046511600000004;0.0011627907;0.0011627907;0.036046511600000004;0.0011627907;0.2453488372;0.0011627907;0.0011627907;0.0011627907;0.0011627907;0.0011627907;0.0825581395;0.2220930233;0.0011627907;0.0011627907;0.047674418600000004;0.059302325600000004
pr1388_379;0.0011363636;0.0011363636;0.0011363636;0.0011363636;0.0011363636;0.0011363636;0.0011363636;0.0011363636;0.0693181818;0.0011363636;0.0125;0.0011363636;0.0011363636;0.0352272727;0.0011363636;0.0011363636;0.0011363636;0.0011363636;0.0011363636;0.0465909091;0.0011363636;0.0125;0.4215909091;0.0693181818;0.2170454545;0.0011363636;0.0011363636;0.0011363636;0.0125;0.0806818182
pr1603_379;0.0880434783;0.0010869565;0.0336956522;0.2510869565;0.0010869565;0.0010869565;0.0010869565;0.0336956522;0.1423913043;0.022826087000000002;0.0010869565;0.0010869565;0.0010869565;0.0010869565;0.0445652174;0.0445652174;0.022826087000000002;0.0010869565;0.0010869565;0.0119565217;0.0010869565;0.0010869565;0.1315217391;0.0010869565;0.07717391300000001;0.022826087000000002;0.0119565217;0.0010869565;0.0445652174;0.0010869565
pr1598_379;0.0010869565;0.0010869565;0.022826087000000002;0.0010869565;0.0010869565;0.0336956522;0.022826087000000002;0.0119565217;0.2184782609;0.0445652174;0.0010869565;0.0010869565;0.022826087000000002;0.0010869565;0.0010869565;0.0119565217;0.07717391300000001;0.0010869565;0.2076086957;0.0119565217;0.0880434783;0.0010869565;0.1423913043;0.0010869565;0.0010869565;0.0336956522;0.0336956522;0.0010869565;0.0010869565;0.0010869565
pr1635_379;0.0010526316;0.0010526316;0.0010526316;0.043157894700000005;0.0010526316;0.0957894737;0.0010526316;0.0010526316;0.043157894700000005;0.0852631579;0.0642105263;0.12736842110000002;0.1589473684;0.0010526316;0.0010526316;0.0010526316;0.0010526316;0.0010526316;0.0010526316;0.0010526316;0.10631578950000001;0.0010526316;0.0010526316;0.0536842105;0.12736842110000002;0.0010526316;0.0010526316;0.0010526316;0.011578947400000001;0.0642105263
pr1618_379;0.0010416667000000001;0.0010416667000000001;0.0010416667000000001;0.2510416667;0.0010416667000000001;0.0947916667;0.0114583333;0.146875;0.0010416667000000001;0.0010416667000000001;0.0010416667000000001;0.0010416667000000001;0.0010416667000000001;0.0114583333;0.1260416667;0.0010416667000000001;0.0739583333;0.0010416667000000001;0.0010416667000000001;0.0010416667000000001;0.0010416667000000001;0.0322916667;0.1260416667;0.0010416667000000001;0.0010416667000000001;0.1052083333;0.0010416667000000001;0.0010416667000000001;0.0010416667000000001;0.0010416667000000001
pr1624_379;0.0010309278000000001;0.0010309278000000001;0.0422680412;0.0010309278000000001;0.093814433;0.052577319600000005;0.093814433;0.0010309278000000001;0.0010309278000000001;0.0010309278000000001;0.0010309278000000001;0.0010309278000000001;0.0010309278000000001;0.0010309278000000001;0.0010309278000000001;0.1144329897;0.0010309278000000001;0.0010309278000000001;0.0010309278000000001;0.0010309278000000001;0.0010309278000000001;0.0010309278000000001;0.46494845360000003;0.0010309278000000001;0.0010309278000000001;0.1144329897;0.0010309278000000001;0.0010309278000000001;0.0010309278000000001;0.0010309278000000001
pr1639_379;0.0010309278000000001;0.0010309278000000001;0.0010309278000000001;0.0835051546;0.0010309278000000001;0.0010309278000000001;0.0010309278000000001;0.0010309278000000001;0.2690721649;0.0010309278000000001;0.0010309278000000001;0.0010309278000000001;0.0010309278000000001;0.0010309278000000001;0.1556701031;0.0010309278000000001;0.052577319600000005;0.0010309278000000001;0.0010309278000000001;0.0010309278000000001;0.0010309278000000001;0.011340206200000001;0.3103092784;0.06288659790000001;0.0010309278000000001;0.0010309278000000001;0.0010309278000000001;0.0010309278000000001;0.011340206200000001;0.0216494845
pr1617_379;0.001010101;0.001010101;0.001010101;0.001010101;0.0212121212;0.001010101;0.0515151515;0.001010101;0.001010101;0.1323232323;0.001010101;0.001010101;0.001010101;0.001010101;0.001010101;0.011111111100000001;0.001010101;0.001010101;0.001010101;0.001010101;0.001010101;0.0515151515;0.6575757576;0.001010101;0.001010101;0.0313131313;0.0212121212;0.001010101;0.001010101;0.001010101
pr1643_379;0.001010101;0.001010101;0.001010101;0.4555555556;0.001010101;0.001010101;0.001010101;0.0313131313;0.0919191919;0.001010101;0.001010101;0.001010101;0.001010101;0.001010101;0.0414141414;0.001010101;0.001010101;0.011111111100000001;0.001010101;0.011111111100000001;0.001010101;0.001010101;0.30404040400000004;0.001010101;0.001010101;0.001010101;0.0313131313;0.001010101;0.001010101;0.001010101
pr1369_379;0.001010101;0.001010101;0.1424242424;0.0414141414;0.001010101;0.0313131313;0.061616161600000004;0.0717171717;0.001010101;0.011111111100000001;0.0313131313;0.001010101;0.0313131313;0.001010101;0.001010101;0.011111111100000001;0.011111111100000001;0.001010101;0.001010101;0.061616161600000004;0.0212121212;0.001010101;0.4454545455;0.011111111100000001;0.001010101;0.001010101;0.001010101;0.001010101;0.001010101;0.001010101
pr1363_102;0.001;0.001;0.001;0.011;0.091;0.001;0.011;0.001;0.001;0.171;0.001;0.081;0.001;0.061;0.151;0.031;0.031;0.001;0.031;0.001;0.011;0.001;0.091;0.061;0.001;0.001;0.001;0.121;0.031;0.001
pr1634_379;0.041;0.001;0.001;0.131;0.011;0.001;0.001;0.151;0.001;0.001;0.111;0.001;0.001;0.001;0.001;0.001;0.111;0.001;0.001;0.111;0.001;0.001;0.291;0.001;0.001;0.001;0.001;0.011;0.001;0.011
pr1333_379;0.081;0.001;0.001;0.001;0.011;0.07100000000000001;0.001;0.001;0.001;0.001;0.001;0.031;0.001;0.001;0.001;0.011;0.021;0.001;0.091;0.001;0.171;0.14100000000000001;0.301;0.011;0.001;0.001;0.011;0.001;0.031;0.001
pr1630_379;0.001;0.001;0.001;0.011;0.001;0.021;0.011;0.011;0.001;0.021;0.051000000000000004;0.001;0.001;0.001;0.001;0.001;0.001;0.001;0.001;0.241;0.171;0.001;0.401;0.011;0.001;0.001;0.001;0.031;0.001;0.001
